API,Year,Month,Liquid,Gas,RatioGasOil,Water,PercentWater,DaysOn,_LastUpdate
5123410480000,2015,7,4865,16935,3.48098663926002,1715,0.35251798561151104,31,2016-04-07 11:48:38.070
5123410480000,2015,8,2979,10819,3.63175562269218,1080,0.3625377643504529,30,2016-04-07 11:48:38.070
5123410480000,2015,9,406,335,0.82512315270936,2239,5.51477832512315,30,2016-04-07 11:48:38.070
5123410480000,2015,10,1340,2362,1.76268656716418,1595,1.19029850746269,31,2016-04-07 11:48:38.070
5123410480000,2015,11,1234,2052,1.66288492706645,726,0.5883306320907621,30,2016-04-07 11:48:38.070
5123410480000,2015,12,1133,1991,1.75728155339806,458,0.40423654015887,31,2016-04-07 11:48:38.070
5123410480000,2016,1,993,1631,1.6424974823766398,332,0.33434038267875105,31,2016-04-21 14:55:38.917
5123410480000,2016,2,992,1971,1.98689516129032,390,0.393145161290323,29,2016-05-12 14:48:25.380
5123410480000,2016,3,946,2054,2.17124735729387,309,0.326638477801268,31,2016-06-09 15:03:21.333
5123410480000,2016,4,833,1555,1.8667466986794696,157,0.188475390156062,30,2016-07-14 15:15:09.860
5123410480000,2016,5,699,1809,2.58798283261803,118,0.168812589413448,31,2016-09-01 14:46:45.520
5123410480000,2016,6,823,3133,3.806804374240581,126,0.15309842041312302,30,2016-09-01 14:46:45.520
5123410480000,2016,7,809,3432,4.24227441285538,91,0.112484548825711,31,2016-10-06 14:59:40.407
5123410480000,2016,8,825,3982,4.82666666666667,116,0.14060606060606098,31,2016-11-03 14:12:28.027
5123410480000,2016,9,782,3984,5.09462915601023,125,0.159846547314578,30,2016-12-15 14:27:10.910
5123410480000,2016,10,745,3760,5.04697986577181,84,0.112751677852349,31,2017-01-05 14:38:18.970
5123410480000,2016,11,724,3367,4.6505524861878405,59,0.0814917127071823,30,2017-02-09 14:39:58.383
5123410480000,2016,12,681,3570,5.24229074889868,67,0.0983847283406755,31,2017-03-09 15:12:33.130
5123410480000,2017,1,588,3144,5.346938775510202,62,0.105442176870748,31,2017-04-13 15:30:28.067
5123410480000,2017,2,540,3292,6.0962962962963,86,0.15925925925925902,28,2017-04-27 14:57:58.350
5123410480000,2017,3,568,3412,6.0070422535211305,60,0.105633802816901,31,2017-05-25 15:23:43.783
30015414470000,2013,12,1269,2639,2.0795902285264,2501,1.97084318360914,19,2016-05-29 10:21:59.830
30015414470000,2014,1,11831,0,0.0,11600,0.98047502324402,31,2016-05-29 10:21:59.830
30015414470000,2014,2,6876,0,0.0,10178,1.48022105875509,28,2016-05-29 10:21:59.830
30015414470000,2014,3,3781,0,0.0,11284,2.9843956625231405,31,2016-05-29 10:21:59.830
30015414470000,2014,4,1470,371,0.252380952380952,1652,1.12380952380952,15,2016-05-29 10:21:59.830
30015414470000,2014,5,4413,4214,0.954905959664627,6632,1.50283254022207,31,2016-05-29 10:21:59.830
30015414470000,2014,6,3564,6,0.0016835016835016802,8938,2.50785634118967,30,2016-05-29 10:21:59.830
30015414470000,2014,7,3235,4890,1.51159196290572,8640,2.67078825347759,31,2016-05-29 10:21:59.830
30015414470000,2014,8,3156,6099,1.93250950570342,9497,3.00918884664132,31,2016-05-29 10:21:59.830
30015414470000,2014,9,2758,5716,2.07251631617114,6614,2.39811457577955,26,2016-05-29 10:21:59.830
30015414470000,2014,10,2878,7199,2.50138985406532,10643,3.6980542043085496,31,2016-05-29 10:21:59.830
30015414470000,2014,11,2555,11796,4.616829745596871,8369,3.2755381604696696,29,2016-05-29 10:21:59.830
30015414470000,2014,12,2445,0,0.0,7782,3.18282208588957,31,2016-05-29 10:21:59.830
30015414470000,2015,1,2448,0,0.0,7956,3.25,31,2016-05-29 10:21:59.830
30015414470000,2015,2,2012,0,0.0,6379,3.17047713717694,28,2016-05-29 10:21:59.830
30015414470000,2015,3,2141,5398,2.52125175151798,6742,3.14899579635684,31,2016-05-29 10:21:59.830
30015414470000,2015,4,1889,6637,3.51349920592906,12104,6.40762308099524,30,2016-05-29 10:21:59.830
30015414470000,2015,5,1823,3592,1.970378496983,9021,4.94843664289632,31,2016-05-29 10:21:59.830
30015414470000,2015,6,1779,2305,1.29567172568859,6598,3.7088251826869,30,2016-05-29 10:21:59.830
30015414470000,2015,7,1480,3706,2.5040540540540497,5349,3.6141891891891897,26,2016-05-29 10:21:59.830
30015414470000,2015,8,1667,2435,1.4607078584283102,6748,4.04799040191962,28,2016-05-29 10:21:59.830
30015414470000,2015,9,1589,4153,2.6135934550031497,7800,4.90874764002517,30,2016-05-29 10:21:59.830
30015414470000,2015,10,1467,2874,1.95910020449898,8060,5.49420586230402,31,2016-05-29 10:21:59.830
30015414470000,2015,11,1518,5131,3.3801054018445296,7135,4.70026350461133,30,2016-05-29 10:21:59.830
30025425390000,2015,8,10651,1973,0.18524082245798495,18593,1.74565768472444,31,2018-09-09 11:58:49.787
30025425390000,2015,9,19183,26604,1.38685294270969,25246,1.31606109576187,9,2016-08-18 15:28:58.573
30025425390000,2015,10,36527,57826,1.58310291017603,45026,1.23267719768938,31,2016-08-18 15:28:58.573
30025425390000,2015,11,22805,34850,1.5281736461302302,29757,1.30484542863407,30,2016-09-01 17:15:31.213
30025425390000,2015,12,16528,24861,1.50417473378509,23790,1.43937560503388,27,2016-05-29 06:35:45.147
30025425390000,2016,1,17263,28519,1.6520303539361598,21966,1.27243236980826,31,2018-09-23 10:21:17.740
30025425390000,2016,2,15312,23747,1.5508751306165098,3,0.00019592476489028202,29,2018-10-07 15:44:33.167
30025425390000,2016,3,14030,21559,1.5366357804704198,19539,1.39265858873842,31,2018-10-07 15:44:33.167
30025425390000,2016,4,12649,20974,1.65815479484544,17565,1.3886473238991202,30,2018-10-07 15:44:33.167
30025425390000,2016,5,11044,19042,1.7241941325606698,22276,2.01702281781963,31,2018-10-07 15:44:33.167
30025425390000,2016,6,9875,16397,1.66045569620253,14464,1.46470886075949,30,2018-10-21 09:04:15.393
30025425390000,2016,7,2407,4098,1.7025342750311598,3664,1.52222683838803,12,2018-10-07 15:44:33.167
30025425390000,2016,8,6647,14443,2.1728599368136,38789,5.8355649165036905,31,2018-10-21 09:04:15.393
30025425390000,2016,9,8084,11868,1.46808510638298,19944,2.46709549727857,30,2018-10-21 09:04:15.393
30025425390000,2016,10,8344,13177,1.57921860019175,16876,2.02253116011505,31,2018-10-21 09:04:15.393
30025425390000,2016,11,8633,12719,1.4733001274180502,14160,1.64021776902583,30,2018-10-21 09:04:15.393
30025425390000,2016,12,8536,11658,1.36574507966261,14128,1.6551077788191202,31,2018-10-21 09:04:15.393
30025425390000,2017,1,5731,6444,1.1244110975397,10844,1.89216541615774,22,2018-10-21 09:04:15.393
30025425390000,2017,2,8289,10435,1.2588973338159,13406,1.6173241645554297,28,2018-10-21 09:04:15.393
30025425390000,2017,3,8732,12752,1.46037562986716,13719,1.5711177278973898,31,2018-10-21 09:04:15.393
30025425390000,2017,4,8576,11121,1.2967583955223898,11807,1.37674906716418,30,2018-10-21 09:04:15.393
30025425390000,2017,5,7483,10124,1.3529333155151697,11714,1.56541494053187,31,2018-10-21 09:04:15.393
30025425390000,2017,6,7223,9022,1.24906548525543,12412,1.71839955697079,30,2018-10-21 09:04:15.393
30025425390000,2017,7,6971,7941,1.13914789843638,12003,1.72184765456893,31,2018-10-21 09:04:15.393
33023010960000,2014,3,3781,2445,0.6466543242528431,12099,3.19994710394076,14,2016-04-06 16:12:38.637
33023010960000,2014,4,2781,1774,0.6379000359582879,5950,2.1395181589356302,12,2016-04-06 16:12:38.637
33023010960000,2014,5,9377,6504,0.693612029433721,15622,1.66599125519889,26,2016-04-06 16:12:38.637
33023010960000,2014,6,7891,5478,0.6942085920669121,11873,1.50462552274743,25,2016-04-06 16:12:38.637
33023010960000,2014,7,8480,5829,0.687382075471698,12650,1.49174528301887,30,2016-04-06 16:12:38.637
33023010960000,2014,8,7755,4917,0.634042553191489,11480,1.48033526756931,29,2016-04-06 16:12:38.637
33023010960000,2014,9,6362,3988,0.626846903489469,9072,1.42596667714555,25,2016-04-06 16:12:38.637
33023010960000,2014,10,6810,4158,0.6105726872246701,9314,1.36769456681351,28,2016-04-06 16:12:38.637
33023010960000,2014,11,6608,4059,0.614255447941889,8599,1.3013014527845,30,2016-04-06 16:12:38.637
33023010960000,2014,12,6253,3490,0.558132096593635,8321,1.3307212537981798,31,2016-04-06 16:12:38.637
33023010960000,2015,1,5785,3791,0.655315471045808,7765,1.3422644770959398,31,2016-04-06 16:12:38.637
33023010960000,2015,2,4775,3079,0.644816753926702,6475,1.35602094240838,28,2016-04-06 16:12:38.637
33023010960000,2015,3,4951,3235,0.6534033528580079,6711,1.35548374065845,31,2016-04-06 16:12:38.637
33023010960000,2015,4,2422,1687,0.696531791907514,3827,1.58009909165979,18,2016-04-06 16:12:38.637
33023010960000,2015,5,3721,2190,0.5885514646600379,5866,1.5764579414136002,26,2016-04-06 16:12:38.637
33023010960000,2015,6,3640,2549,0.700274725274725,5462,1.50054945054945,30,2016-04-06 16:12:38.637
33023010960000,2015,7,3606,2594,0.719356627842485,5148,1.4276206322795302,31,2016-04-06 16:12:38.637
33023010960000,2015,8,3124,1883,0.6027528809218949,4629,1.4817541613316298,31,2016-04-06 16:12:38.637
33023010960000,2015,9,2923,2091,0.7153609305508042,4218,1.4430379746835402,30,2016-04-06 16:12:38.637
33023010960000,2015,10,2892,1823,0.6303596127247579,4210,1.45573997233748,30,2016-04-06 16:12:38.637
33023010960000,2015,11,2847,1897,0.666315419740077,4121,1.44748858447489,30,2016-04-06 16:12:38.637
33023010960000,2015,12,2594,1522,0.5867386276021589,3838,1.47956823438705,29,2016-04-06 16:12:38.637
33023010960000,2016,1,2806,1829,0.6518175338560229,4136,1.47398431931575,31,2016-04-06 16:12:38.637
33023010960000,2016,2,2493,1615,0.64781387886081,3689,1.47974328118732,29,2016-04-06 16:12:38.637
33025026780000,2015,7,0,568,0.0,0,0.0,1,2016-04-06 16:34:26.143
33025026780000,2015,8,601,486,0.80865224625624,0,0.0,3,2016-04-06 16:34:26.143
33025026780000,2015,9,13064,9178,0.70254133496632,5411,0.4141916717697489,13,2016-04-06 16:34:26.143
33025026780000,2015,10,28251,21993,0.7784857173197409,8873,0.314077377791937,31,2016-04-06 16:34:26.143
33025026780000,2015,11,20588,18815,0.9138818729356908,6776,0.329123761414416,30,2016-04-06 16:34:26.143
33025026780000,2015,12,16789,15561,0.926856870570016,5208,0.310203109178629,31,2016-04-06 16:34:26.143
33025026780000,2016,1,14360,12977,0.903690807799443,4694,0.32688022284122603,31,2016-04-06 16:34:26.143
33025026780000,2016,2,14885,14207,0.954450789385287,5651,0.379643936849177,29,2016-04-14 14:06:00.943
33025026780000,2016,3,16597,15766,0.949930710369344,5171,0.311562330541664,31,2016-05-05 14:15:12.973
33025026780000,2016,4,15205,16589,1.09102268990464,4675,0.307464649786255,30,2016-06-09 14:17:24.660
33025026780000,2016,5,18338,22151,1.20792889082779,5929,0.323317700948849,31,2016-07-07 14:19:34.327
33025026780000,2016,6,13993,24649,1.76152361895233,5659,0.404416493961266,26,2016-08-11 14:36:18.977
33025026780000,2016,7,6917,6783,0.980627439641463,2335,0.33757409281480394,31,2016-09-08 14:16:26.517
33025026780000,2016,8,8782,9792,1.11500797084946,2899,0.330107037121385,31,2016-10-06 14:15:28.997
33025026780000,2016,9,7527,8078,1.0732031353793,2418,0.32124352331606204,30,2016-11-10 14:20:45.800
33025026780000,2016,10,7136,8055,1.128783632287,2434,0.341087443946188,31,2016-12-08 14:21:27.273
33025026780000,2016,11,6932,8128,1.1725331794575902,2368,0.34160415464512395,30,2017-01-12 14:16:26.863
33025026780000,2016,12,6265,7401,1.18132482043097,2077,0.331524341580207,31,2017-02-09 14:22:18.987
33025026780000,2017,1,5965,7712,1.2928751047778702,1977,0.331433361274099,31,2017-03-09 14:29:19.083
33025026780000,2017,2,5359,6735,1.25676432170181,1572,0.29333830938607897,28,2017-04-06 14:21:11.410
33025026780000,2017,3,4743,5764,1.21526460046384,1791,0.3776091081593929,29,2017-05-25 14:29:30.227
33025026780000,2017,4,42,26,0.6190476190476191,27,0.6428571428571429,1,2017-06-08 14:16:52.427
33025026780000,2017,5,1401,1114,0.7951463240542471,13964,9.967166309778731,7,2017-07-13 14:10:07.477
33025026780000,2017,6,12606,11772,0.933841028081866,33612,2.66634935744883,30,2017-09-14 14:27:22.303
33053048870100,2014,11,34587,19976,0.577558042038916,56668,1.63841905918409,27,2016-04-06 16:07:05.413
33053048870100,2014,12,23756,27994,1.17839703653814,26372,1.11011954874558,31,2016-04-06 16:07:05.413
33053048870100,2015,1,11248,12001,1.06694523470839,12374,1.100106685633,26,2016-04-06 16:07:05.413
33053048870100,2015,2,8767,11220,1.27979924717691,4556,0.519676057944565,23,2016-04-06 16:07:05.413
33053048870100,2015,3,9780,11709,1.19723926380368,12829,1.31175869120654,31,2016-04-06 16:07:05.413
33053048870100,2015,4,10663,11125,1.04332739379162,9801,0.919159711150708,30,2016-04-06 16:07:05.413
33053048870100,2015,5,8810,9198,1.04404086265607,8903,1.0105561861521,31,2016-04-06 16:07:05.413
33053048870100,2015,6,8568,9036,1.0546218487395,9661,1.12756769374416,28,2016-04-06 16:07:05.413
33053048870100,2015,7,9149,10917,1.19324516340584,8163,0.8922286588698221,31,2016-04-06 16:07:05.413
33053048870100,2015,8,8695,10029,1.153421506613,8539,0.98205865439908,20,2016-04-06 16:07:05.413
33053048870100,2015,9,8102,9706,1.1979758084423602,7832,0.9666748950876328,30,2016-04-06 16:07:05.413
33053048870100,2015,10,9773,11982,1.22603090146321,8711,0.891333265118183,31,2016-04-06 16:07:05.413
33053048870100,2015,11,7306,18673,2.555844511360529,12267,1.67903093347933,29,2016-04-06 16:07:05.413
33053048870100,2015,12,6832,19623,2.87221896955504,8383,1.22701990632319,30,2016-04-06 16:07:05.413
33053048870100,2016,1,3609,8175,2.2651704073150496,6125,1.69714602382932,20,2016-04-06 16:07:05.413
33053048870100,2016,2,1078,1084,1.00556586270872,2608,2.4192949907235604,25,2016-04-06 16:07:05.413
33053048870100,2016,3,2084,2189,1.05038387715931,2905,1.3939539347408798,31,2016-05-12 14:11:47.297
33053048870100,2016,4,1467,860,0.586230402181322,3346,2.28084526244035,27,2016-06-09 14:15:30.190
33053048870100,2016,5,1792,1522,0.849330357142857,3549,1.98046875,27,2016-07-07 14:16:59.550
33053048870100,2016,6,2689,3107,1.15544812197843,4101,1.5251022685012998,30,2016-08-11 14:18:02.947
33053048870100,2016,7,3185,3816,1.19811616954474,4061,1.2750392464678202,31,2016-11-17 14:09:35.220
33053048870100,2016,8,3552,4234,1.1920045045045,3887,1.09431306306306,31,2016-10-13 14:07:15.973
33053048870100,2016,9,3747,4407,1.1761409127301798,3648,0.973578863090472,30,2016-11-10 14:16:35.280
33053048870100,2016,10,3359,3221,0.9589163441500452,3615,1.07621315867818,31,2016-12-22 14:11:50.603
33053051530000,2014,4,6542,25559,3.90690920207888,5010,0.765820849892999,30,2016-04-06 17:41:09.510
33053051530000,2014,5,10012,11756,1.174190970835,1843,0.18407910507391104,4,2016-04-06 17:41:09.510
33053051530000,2014,6,4473,9465,2.11602951039571,1140,0.254862508383635,12,2016-04-06 17:41:09.510
33053051530000,2014,7,21986,38170,1.7361047939597902,4253,0.193441280815064,31,2016-04-06 17:41:09.510
33053051530000,2014,8,18051,34555,1.91429837682123,933,0.0516868871530663,24,2016-04-06 17:41:09.510
33053051530000,2014,9,19690,53660,2.7252412392077203,291,0.0147790756729304,30,2016-04-06 17:41:09.510
33053051530000,2014,10,15429,48122,3.11893188152181,3699,0.23974334046276505,31,2016-04-06 17:41:09.510
33053051530000,2014,11,9650,23923,2.4790673575129505,1835,0.190155440414508,27,2016-04-06 17:41:09.510
33053051530000,2014,12,10714,34182,3.1904050774687303,2196,0.204965465745753,31,2016-04-06 17:41:09.510
33053051530000,2015,1,9397,37747,4.01692029371076,1825,0.194210918378206,31,2016-04-06 17:41:09.510
33053051530000,2015,2,8067,24064,2.9830172306929503,1244,0.154208503780836,28,2016-04-06 17:41:09.510
33053051530000,2015,3,10421,21866,2.09826312254102,1485,0.14250071970060502,31,2016-04-06 17:41:09.510
33053051530000,2015,4,8087,18782,2.32249288982317,1484,0.183504389761345,30,2016-04-06 17:41:09.510
33053051530000,2015,5,7434,31770,4.27360774818402,1549,0.20836696260425105,31,2016-04-06 17:41:09.510
33053051530000,2015,6,6238,33819,5.42144918243027,1475,0.236453991663995,30,2016-04-06 17:41:09.510
33053051530000,2015,7,5919,34190,5.7763135664808205,1287,0.21743537759756695,31,2016-04-06 17:41:09.510
33053051530000,2015,8,3049,11076,3.632666448015741,593,0.194489996720236,16,2016-04-06 17:41:09.510
33053051530000,2015,9,5236,17503,3.3428189457601203,949,0.181245225362872,30,2016-04-06 17:41:09.510
33053051530000,2015,10,6331,40040,6.324435318275151,1711,0.270257463275944,31,2016-04-06 17:41:09.510
33053051530000,2015,11,5026,37554,7.471945881416628,1442,0.28690807799442897,30,2016-04-06 17:41:09.510
33053051530000,2015,12,5057,35514,7.02274075538857,1612,0.31876606683804604,31,2016-04-06 17:41:09.510
33053051530000,2016,1,4611,39094,8.4784211667751,1307,0.28345261331598404,31,2016-04-06 17:41:09.510
33053051530000,2016,2,4161,41460,9.96395097332372,1492,0.358567652006729,29,2016-04-06 17:41:09.510
33053051530000,2016,3,4303,39833,9.25702997908436,2424,0.563327910759935,31,2016-05-05 14:21:45.063
33053056390200,2015,1,13230,21790,1.64701436130008,3607,0.272637944066515,16,2016-08-11 14:23:46.563
33053056390200,2015,2,9445,15384,1.628798305982,1820,0.192694547379566,28,2016-10-20 14:08:56.447
33053056390200,2015,3,9344,15004,1.6057363013698602,1607,0.171982020547945,31,2016-08-11 14:23:46.563
33053056390200,2015,4,10960,28932,2.63978102189781,2740,0.25,30,2016-04-06 17:11:45.830
33053056390200,2015,5,6598,20444,3.09851470142467,2060,0.31221582297666,31,2016-04-06 17:11:45.830
33053056390200,2015,6,5224,15072,2.88514548238897,1416,0.271056661562021,30,2016-04-06 17:11:45.830
33053056390200,2015,7,4545,19425,4.27392739273927,1642,0.36127612761276096,31,2016-04-06 17:11:45.830
33053056390200,2015,8,3750,16665,4.444,1310,0.349333333333333,31,2016-04-06 17:11:45.830
33053056390200,2015,9,1093,4089,3.74107959743824,371,0.3394327538883811,19,2016-04-06 17:11:45.830
33053056390200,2015,10,3228,6515,2.01827757125155,977,0.30266418835192105,26,2016-04-06 17:11:45.830
33053056390200,2015,11,3425,15342,4.47941605839416,1389,0.405547445255474,30,2016-04-06 17:11:45.830
33053056390200,2015,12,2895,9831,3.3958549222797902,1030,0.355785837651123,31,2016-08-11 14:23:46.563
33053056390200,2016,1,2776,9729,3.5046829971181603,1309,0.471541786743516,31,2016-08-11 14:23:46.563
33053056390200,2016,2,2363,8908,3.76978417266187,833,0.35251798561151104,29,2018-03-04 08:25:31.690
33053056390200,2016,3,2309,9174,3.97314854915548,837,0.362494586401039,31,2016-05-05 14:19:29.537
33053056390200,2016,4,2042,8573,4.19833496571988,728,0.35651322233104793,30,2016-06-09 14:23:44.610
33053056390200,2016,5,1696,7696,4.5377358490566,682,0.402122641509434,31,2016-07-07 14:24:40.697
33053056390200,2016,6,1854,7340,3.95900755124056,720,0.3883495145631071,30,2016-08-11 14:23:46.563
33053056390200,2016,7,1705,6438,3.77595307917889,688,0.4035190615835779,31,2016-09-08 14:17:15.057
33053056390200,2016,8,1671,5824,3.4853381208857,556,0.332734889287852,31,2016-10-06 14:21:00.660
33053056390200,2016,9,1570,5560,3.5414012738853504,597,0.380254777070064,30,2018-03-11 08:15:31.757
33053056390200,2016,10,1525,5313,3.4839344262295096,547,0.358688524590164,31,2016-12-08 14:23:31.240
33053056390200,2016,11,1489,5012,3.36601746138348,527,0.35392881128274,30,2017-01-05 14:10:18.220
33053056390200,2016,12,1689,4722,2.79573712255773,567,0.33570159857904097,31,2017-02-09 14:23:17.057
33053056550000,2014,6,9608,13303,1.38457535387177,23167,2.41121981681932,16,2016-04-06 14:01:04.923
33053056550000,2014,7,14664,16917,1.15364157119476,9846,0.6714402618657939,31,2016-04-06 14:01:04.923
33053056550000,2014,8,9103,9504,1.04405141162254,7039,0.773261562122377,28,2016-04-06 14:01:04.923
33053056550000,2014,9,8683,8839,1.01796614073477,6456,0.74352182425429,25,2016-04-06 14:01:04.923
33053056550000,2014,10,11039,10767,0.975360086964399,6653,0.602681402300933,31,2016-04-06 14:01:04.923
33053056550000,2014,11,4653,6751,1.45089189770041,3317,0.7128734150010749,30,2016-04-06 14:01:04.923
33053056550000,2014,12,6958,6347,0.912187410175338,4181,0.6008910606496121,31,2016-04-06 14:01:04.923
33053056550000,2015,1,8124,5690,0.700393894633186,4696,0.578040374199902,31,2016-04-06 14:01:04.923
33053056550000,2015,2,5914,7141,1.2074737910044,4297,0.7265809942509301,28,2016-04-06 14:01:04.923
33053056550000,2015,3,5405,7717,1.4277520814061102,3982,0.7367252543940799,31,2016-04-06 14:01:04.923
33053056550000,2015,4,5258,6995,1.33035374667174,3527,0.670787371624192,30,2016-04-06 14:01:04.923
33053056550000,2015,5,3841,4759,1.23900026034887,2849,0.7417339234574329,28,2016-04-06 14:01:04.923
33053056550000,2015,6,5468,8660,1.58376005852231,3702,0.6770299926847111,30,2016-04-06 14:01:04.923
33053056550000,2015,7,3777,5069,1.34207042626423,3127,0.8279057453005029,26,2016-04-06 14:01:04.923
33053056550000,2015,8,3213,3895,1.21226268285092,2925,0.910364145658263,31,2016-04-06 14:01:04.923
33053056550000,2015,9,3036,3832,1.26218708827404,2688,0.8853754940711459,30,2016-04-06 14:01:04.923
33053056550000,2015,10,3391,3686,1.08699498672958,3019,0.8902978472427009,31,2016-04-06 14:01:04.923
33053056550000,2015,11,2804,2866,1.02211126961484,2823,1.0067760342368002,30,2016-04-06 14:01:04.923
33053056550000,2015,12,2773,2958,1.06671474936891,3275,1.18103137396322,31,2016-04-06 14:01:04.923
33053056550000,2016,1,3190,3110,0.974921630094044,2487,0.7796238244514109,31,2016-04-06 14:01:04.923
33053056550000,2016,2,2829,3379,1.1944149876281398,2122,0.7500883704489221,29,2016-04-14 14:04:16.083
33053056550000,2016,3,2689,3398,1.26366679062849,2343,0.871327631089624,31,2016-05-12 14:01:10.703
33053056550000,2016,4,2506,3309,1.32043096568236,2311,0.92218675179569,30,2016-06-16 14:01:33.400
33053056550000,2016,5,2407,2978,1.23722476111342,2190,0.909846281678438,22,2016-07-14 14:04:13.637
33053059400000,2015,3,23,29,1.26086956521739,870,37.8260869565217,2,2016-04-06 13:49:06.460
33053059400000,2015,4,4456,7534,1.69075403949731,6558,1.4717235188509898,5,2016-04-06 13:49:06.460
33053059400000,2015,5,2238,5252,2.3467381590706,1677,0.749329758713137,6,2016-04-06 13:49:06.460
33053059400000,2015,6,12456,22306,1.7907835581246,7357,0.590639049454078,30,2016-04-06 13:49:06.460
33053059400000,2015,7,13359,23207,1.7371809267160705,6997,0.523766749008159,31,2016-04-06 13:49:06.460
33053059400000,2015,8,9607,13090,1.36254814197981,5098,0.5306547309253671,31,2016-04-06 13:49:06.460
33053059400000,2015,9,6060,12617,2.08201320132013,4131,0.6816831683168321,30,2016-04-06 13:49:06.460
33053059400000,2015,10,7443,14116,1.89654709122666,3465,0.465538089480048,31,2016-04-06 13:49:06.460
33053059400000,2015,11,5271,8881,1.68487952950104,3368,0.638967937772719,29,2016-04-06 13:49:06.460
33053059400000,2015,12,7414,13369,1.80321014297275,3674,0.495548961424332,18,2016-04-06 13:49:06.460
33053059400000,2016,1,4430,9632,2.17426636568849,2841,0.641309255079007,14,2016-04-06 13:49:06.460
33053059400000,2016,2,717,1581,2.20502092050209,664,0.9260808926080892,3,2016-04-06 13:49:06.460
33053059400000,2016,3,8131,12808,1.57520600172181,5936,0.7300455048579509,31,2016-05-12 14:00:45.910
33053059400000,2016,4,4359,10399,2.38563890800642,3423,0.7852718513420509,30,2016-06-09 14:01:20.050
33053059400000,2016,5,3200,6978,2.180625,2616,0.8175,30,2016-07-14 14:00:08.980
33053059400000,2016,6,4452,9292,2.0871518418688204,3339,0.75,30,2016-08-11 14:03:51.273
33053059400000,2016,7,2732,7438,2.72254758418741,2045,0.748535871156662,23,2016-09-15 14:02:06.233
33053059400000,2016,8,4829,7708,1.5961896873058603,3506,0.7260302340028991,27,2016-10-13 14:01:52.247
33053059400000,2016,9,3533,8779,2.48485706198698,3064,0.8672516275120291,30,2016-11-10 14:03:29.463
33053059400000,2016,10,3622,9667,2.66896742131419,2569,0.709276642738818,31,2016-12-08 14:01:45.537
33053059400000,2016,11,3294,8987,2.7282938676381296,2546,0.772920461445052,30,2017-01-12 14:03:37.400
33053059400000,2016,12,2321,6721,2.8957345971564,2401,1.03446790176648,30,2017-02-09 14:02:07.767
33053059400000,2017,1,2595,5812,2.23969171483622,1898,0.7314065510597301,26,2017-03-09 14:01:03.147
33053059400000,2017,2,1967,2684,1.36451448906965,1354,0.688357905439756,14,2017-04-06 14:01:46.473
33053061530000,2015,6,14339,16487,1.14980124136969,4098,0.285793988423182,9,2016-04-06 14:39:18.167
33053061530000,2015,7,0,0,0.0,0,0.0,0,2016-04-06 14:39:18.167
33053061530000,2015,8,0,0,0.0,0,0.0,0,2016-04-06 14:39:18.167
33053061530000,2015,9,0,0,0.0,0,0.0,0,2016-04-06 14:39:18.167
33053061530000,2015,10,16769,21106,1.25863199952293,10090,0.6017055280577261,25,2016-04-06 14:39:18.167
33053061530000,2015,11,13562,17594,1.2973012829966102,5834,0.430172540923168,30,2016-04-06 14:39:18.167
33053061530000,2015,12,14543,18614,1.27992848793234,4477,0.3078456989617,31,2016-04-06 14:39:18.167
33053061530000,2016,1,13755,17475,1.27044711014177,2865,0.20828789531079606,31,2016-04-06 14:39:18.167
33053061530000,2016,2,12073,16729,1.3856539385405502,2459,0.20367762776443304,29,2016-04-06 14:39:18.167
33053061530000,2016,3,11189,16799,1.50138528912325,2482,0.221825006703012,31,2016-05-05 14:04:28.073
33053061530000,2016,4,11001,17432,1.5845832197073,2376,0.215980365421325,30,2016-06-09 14:06:34.493
33053061530000,2016,5,11177,23007,2.05842354835824,2583,0.231099579493603,31,2016-07-07 14:05:51.490
33053061530000,2016,6,7447,11593,1.55673425540486,1529,0.20531757754800606,23,2016-08-11 14:08:21.470
33053061530000,2016,7,8025,24506,3.05370716510903,2265,0.282242990654206,31,2016-09-01 14:03:42.803
33053061530000,2016,8,7225,18174,2.51543252595156,2141,0.296332179930796,31,2016-10-06 14:08:20.257
33053061530000,2016,9,6826,17371,2.54482859654263,1889,0.276736009375916,30,2016-11-10 14:08:14.590
33053061530000,2016,10,2250,3123,1.388,700,0.311111111111111,9,2016-12-08 14:09:37.870
33053061530000,2016,11,0,0,0.0,0,0.0,0,2016-04-06 14:39:18.167
33053061530000,2016,12,0,147,0.0,363,0.0,1,2017-02-09 14:04:45.557
33053061530000,2017,1,1139,976,0.856892010535558,353,0.309920983318701,11,2017-03-09 14:12:50.780
33053061530000,2017,2,7971,6798,0.852841550621001,1678,0.21051311002383605,28,2017-04-06 14:05:12.730
33053061530000,2017,3,7060,9983,1.4140226628895198,1771,0.250849858356941,31,2017-05-25 14:08:21.080
33053061530000,2017,4,5682,11211,1.9730728616684297,1701,0.299366420274551,30,2017-06-08 14:09:05.240
33053061530000,2017,5,5316,12158,2.2870579382994705,1473,0.27708803611738103,31,2017-07-06 14:04:56.397
33053061600000,2014,12,1700,2457,1.4452941176470602,83,0.0488235294117647,3,2016-04-06 17:09:27.953
33053061600000,2015,1,12269,25774,2.1007417067405703,947,0.0771864047599641,31,2016-04-06 17:09:27.953
33053061600000,2015,2,5351,10663,1.99271164268361,987,0.184451504391702,24,2016-04-06 17:09:27.953
